date,region,country,product,channel,revenue,cost,cost_driver
2024-04-04,Asia-Pacific,Singapore,Security Module,Direct,13679.74,7380.97,Material
2024-04-05,Europe,Germany,Analytics Suite,Online,20861.44,11153.1,Material
2024-04-05,Europe,Germany,Cloud Platform,Direct,14211.84,8353.01,Shipping
2024-04-05,Europe,Germany,Security Module,Partner,17753.41,10174.22,Shipping
2024-04-05,Europe,France,Analytics Suite,Partner,18560.93,10659.66,Material
2024-04-05,Europe,France,Cloud Platform,Direct,19410.69,11158.1,Shipping
2024-04-05,Europe,France,Security Module,Online,24545.15,14911.25,Labor
2024-04-05,Europe,United Kingdom,Analytics Suite,Online,16467.06,9119.24,Material
2024-04-05,Europe,United Kingdom,Cloud Platform,Direct,19765.62,10569.53,Material
2024-04-05,Europe,United Kingdom,Security Module,Partner,14891.22,8916.18,Labor
2024-04-05,Europe,Spain,Analytics Suite,Direct,20225.67,12882.7,Labor
2024-04-05,Europe,Spain,Cloud Platform,Partner,16411.89,8900.12,Shipping
2024-04-05,Europe,Spain,Security Module,Partner,14556.52,9188.4,Material
2024-04-05,North America,United States,Analytics Suite,Partner,16263.7,10103.36,Labor
2024-04-05,North America,United States,Cloud Platform,Online,24158.53,15460.46,Material
2024-04-05,North America,United States,Security Module,Direct,14925.88,8657.04,Shipping
2024-04-05,North America,Canada,Analytics Suite,Partner,22202.51,13113.03,Material
2024-04-05,North America,Canada,Cloud Platform,Partner,23124.83,13726.41,Shipping
2024-04-05,North America,Canada,Security Module,Direct,18809.25,10652.01,Material
2024-04-05,North America,Mexico,Analytics Suite,Online,17692.49,10049.2,Material
2024-04-05,North America,Mexico,Cloud Platform,Partner,21324.78,12370.65,Material
2024-04-05,North America,Mexico,Security Module,Partner,19728.8,11546.29,Shipping
2024-04-05,Asia-Pacific,India,Analytics Suite,Partner,21194.22,12833.89,Shipping
2024-04-05,Asia-Pacific,India,Cloud Platform,Direct,21832.5,12460.28,Material
2024-04-05,Asia-Pacific,India,Security Module,Online,18042.41,11744.73,Material
2024-04-05,Asia-Pacific,Japan,Analytics Suite,Partner,19330.35,11139.43,Shipping
2024-04-05,Asia-Pacific,Japan,Cloud Platform,Partner,16975.51,9556.59,Labor
2024-04-05,Asia-Pacific,Japan,Security Module,Direct,16303.58,9913.41,Shipping
2024-04-05,Asia-Pacific,Australia,Analytics Suite,Partner,16180.48,9900.8,Material
2024-04-05,Asia-Pacific,Australia,Cloud Platform,Partner,17526.38,10478.06,Material
2024-04-05,Asia-Pacific,Australia,Security Module,Online,18470.81,11549.44,Shipping
2024-04-05,Asia-Pacific,Singapore,Analytics Suite,Online,19361.89,11654.71,Shipping
2024-04-05,Asia-Pacific,Singapore,Cloud Platform,Direct,23746.14,13996.27,Shipping
2024-04-05,Asia-Pacific,Singapore,Security Module,Direct,21033.35,12577.77,Shipping
2024-04-06,Europe,Germany,Analytics Suite,Partner,21821.18,13308.88,Shipping
2024-04-06,Europe,Germany,Cloud Platform,Partner,18194.66,10186.38,Labor
2024-04-06,Europe,Germany,Security Module,Online,17417.43,10333.3,Material
2024-04-06,Europe,France,Analytics Suite,Online,17222.21,10590.06,Shipping
2024-04-06,Europe,France,Cloud Platform,Direct,18243.74,9520.02,Shipping
2024-04-06,Europe,France,Security Module,Online,17072.14,10864.09,Material
2024-04-06,Europe,United Kingdom,Analytics Suite,Partner,16365.43,9173.12,Shipping
2024-04-06,Europe,United Kingdom,Cloud Platform,Direct,16151.04,8518.29,Material
2024-04-06,Europe,United Kingdom,Security Module,Partner,18064.43,9893.84,Material
2024-04-06,Europe,Spain,Analytics Suite,Online,19067.16,11263.93,Shipping
2024-04-06,Europe,Spain,Cloud Platform,Online,22689.0,12752.87,Shipping
2024-04-06,Europe,Spain,Security Module,Direct,21526.96,12502.4,Shipping
2024-04-06,North America,United States,Analytics Suite,Direct,17972.87,10827.25,Material
2024-04-06,North America,United States,Cloud Platform,Partner,20254.7,11153.0,Labor
2024-04-06,North America,United States,Security Module,Partner,21508.3,11394.81,Material
2024-04-06,North America,Canada,Analytics Suite,Online,11598.85,7084.77,Material
2024-04-06,North America,Canada,Cloud Platform,Partner,20188.31,11211.86,Material
2024-04-06,North America,Canada,Security Module,Direct,14400.35,8179.46,Material
2024-04-06,North America,Mexico,Analytics Suite,Partner,17103.39,9501.51,Shipping
2024-04-06,North America,Mexico,Cloud Platform,Direct,20463.69,12614.39,Labor
2024-04-06,North America,Mexico,Security Module,Partner,20737.56,11354.36,Labor
2024-04-06,Asia-Pacific,India,Analytics Suite,Online,23272.27,14714.98,Shipping
2024-04-06,Asia-Pacific,India,Cloud Platform,Direct,17356.91,10888.69,Shipping
2024-04-06,Asia-Pacific,India,Security Module,Online,21113.12,12758.44,Shipping
2024-04-06,Asia-Pacific,Japan,Analytics Suite,Partner,19470.62,11553.37,Material
2024-04-06,Asia-Pacific,Japan,Cloud Platform,Direct,16460.42,9454.01,Shipping
2024-04-06,Asia-Pacific,Japan,Security Module,Online,15330.38,9519.56,Material
2024-04-06,Asia-Pacific,Australia,Analytics Suite,Partner,19031.96,9877.22,Material
2024-04-06,Asia-Pacific,Australia,Cloud Platform,Online,14648.21,7837.81,Material
2024-04-06,Asia-Pacific,Australia,Security Module,Partner,16939.66,10017.94,Material
2024-04-06,Asia-Pacific,Singapore,Analytics Suite,Online,25941.06,15510.02,Material
2024-04-06,Asia-Pacific,Singapore,Cloud Platform,Partner,20864.87,12547.27,Shipping
2024-04-06,Asia-Pacific,Singapore,Security Module,Online,20270.47,11533.97,Material
2024-04-07,Europe,Germany,Analytics Suite,Direct,17959.94,11508.23,Labor
2024-04-07,Europe,Germany,Cloud Platform,Direct,22461.44,14182.92,Labor
2024-04-07,Europe,Germany,Security Module,Online,20861.58,11583.46,Material
2024-04-07,Europe,France,Analytics Suite,Online,23328.61,15505.44,Labor
2024-04-07,Europe,France,Cloud Platform,Partner,18033.24,11035.91,Shipping
2024-04-07,Europe,France,Security Module,Online,14554.67,8160.73,Material
2024-04-07,Europe,United Kingdom,Analytics Suite,Online,18882.79,11706.32,Labor
2024-04-07,Europe,United Kingdom,Cloud Platform,Partner,23695.16,13543.61,Labor
2024-04-07,Europe,United Kingdom,Security Module,Direct,11424.32,6411.11,Material
2024-04-07,Europe,Spain,Analytics Suite,Online,16488.26,10147.98,Shipping
2024-04-07,Europe,Spain,Cloud Platform,Partner,19625.21,11979.34,Material
2024-04-07,Europe,Spain,Security Module,Partner,14028.1,8618.17,Material
2024-04-07,North America,United States,Analytics Suite,Online,18082.88,9835.51,Material
2024-04-07,North America,United States,Cloud Platform,Direct,20056.9,11035.98,Shipping
2024-04-07,North America,United States,Security Module,Partner,17701.71,10885.45,Shipping
2024-04-07,North America,Canada,Analytics Suite,Direct,22723.41,13886.3,Material
2024-04-07,North America,Canada,Cloud Platform,Direct,16801.25,9589.03,Labor
2024-04-07,North America,Canada,Security Module,Partner,13023.69,6988.42,Material
2024-04-07,North America,Mexico,Analytics Suite,Online,20967.78,10713.73,Shipping
2024-04-07,North America,Mexico,Cloud Platform,Direct,17677.89,10577.56,Shipping
2024-04-07,North America,Mexico,Security Module,Online,19304.2,11141.78,Labor
2024-04-07,Asia-Pacific,India,Analytics Suite,Online,17112.62,10655.63,Labor
2024-04-07,Asia-Pacific,India,Cloud Platform,Online,23007.97,13981.44,Shipping
2024-04-07,Asia-Pacific,India,Security Module,Online,26331.64,15448.83,Material
2024-04-07,Asia-Pacific,Japan,Analytics Suite,Direct,21420.7,12902.95,Material
2024-04-07,Asia-Pacific,Japan,Cloud Platform,Direct,18482.86,10536.15,Material
2024-04-07,Asia-Pacific,Japan,Security Module,Partner,18670.63,11046.3,Material
2024-04-07,Asia-Pacific,Australia,Analytics Suite,Partner,23898.41,13358.3,Shipping
2024-04-07,Asia-Pacific,Australia,Cloud Platform,Partner,16294.02,9485.07,Material
2024-04-07,Asia-Pacific,Australia,Security Module,Online,12573.76,7181.53,Material
2024-04-07,Asia-Pacific,Singapore,Analytics Suite,Online,22384.8,13245.94,Labor
2024-04-07,Asia-Pacific,Singapore,Cloud Platform,Online,15198.12,8633.59,Material
2024-04-07,Asia-Pacific,Singapore,Security Module,Partner,21892.45,14219.7,Labor
2024-04-08,Europe,Germany,Analytics Suite,Direct,20407.09,11267.7,Labor
2024-04-08,Europe,Germany,Cloud Platform,Direct,17237.78,9889.37,Material
2024-04-08,Europe,Germany,Security Module,Partner,18614.91,11075.39,Labor
2024-04-08,Europe,France,Analytics Suite,Online,18567.2,10693.55,Material
2024-04-08,Europe,France,Cloud Platform,Direct,14141.38,9055.9,Material
2024-04-08,Europe,France,Security Module,Online,21985.18,13170.24,Shipping
2024-04-08,Europe,United Kingdom,Analytics Suite,Partner,18308.29,11483.77,Shipping
2024-04-08,Europe,United Kingdom,Cloud Platform,Online,23384.25,13868.12,Material
2024-04-08,Europe,United Kingdom,Security Module,Direct,18591.13,10708.51,Labor
2024-04-08,Europe,Spain,Analytics Suite,Direct,21203.74,12982.97,Material
2024-04-08,Europe,Spain,Cloud Platform,Partner,20005.47,12279.5,Material
2024-04-08,Europe,Spain,Security Module,Partner,22427.56,12095.83,Shipping
2024-04-08,North America,United States,Analytics Suite,Direct,19453.22,11598.74,Material
2024-04-08,North America,United States,Cloud Platform,Direct,17029.43,10481.39,Material
2024-04-08,North America,United States,Security Module,Direct,18586.96,11654.59,Labor
2024-04-08,North America,Canada,Analytics Suite,Partner,21776.07,14149.07,Shipping
2024-04-08,North America,Canada,Cloud Platform,Online,18694.29,12163.28,Shipping
2024-04-08,North America,Canada,Security Module,Partner,19629.86,10928.27,Labor
2024-04-08,North America,Mexico,Analytics Suite,Partner,15940.72,9790.27,Shipping
2024-04-08,North America,Mexico,Cloud Platform,Online,21825.03,13806.57,Material
2024-04-08,North America,Mexico,Security Module,Direct,17688.99,10869.68,Material
2024-04-08,Asia-Pacific,India,Analytics Suite,Direct,14777.06,8554.89,Shipping
2024-04-08,Asia-Pacific,India,Cloud Platform,Online,20108.18,10805.31,Labor
2024-04-08,Asia-Pacific,India,Security Module,Partner,21158.25,12714.25,Material
2024-04-08,Asia-Pacific,Japan,Analytics Suite,Direct,12693.16,8078.08,Material
2024-04-08,Asia-Pacific,Japan,Cloud Platform,Direct,19242.52,11494.11,Material
2024-04-08,Asia-Pacific,Japan,Security Module,Online,21981.36,13955.41,Labor
2024-04-08,Asia-Pacific,Australia,Analytics Suite,Partner,14812.48,8760.66,Labor
2024-04-08,Asia-Pacific,Australia,Cloud Platform,Online,22048.18,12590.27,Labor
2024-04-08,Asia-Pacific,Australia,Security Module,Direct,25460.72,15191.89,Material
2024-04-08,Asia-Pacific,Singapore,Analytics Suite,Online,18618.04,11264.25,Shipping
2024-04-08,Asia-Pacific,Singapore,Cloud Platform,Online,19014.11,11085.03,Material
2024-04-08,Asia-Pacific,Singapore,Security Module,Partner,21344.52,12099.29,Material
2024-04-09,Europe,Germany,Analytics Suite,Direct,21009.36,13130.63,Shipping
2024-04-09,Europe,Germany,Cloud Platform,Partner,18198.81,11542.76,Material
2024-04-09,Europe,Germany,Security Module,Online,17991.46,11358.06,Labor
2024-04-09,Europe,France,Analytics Suite,Partner,14060.07,8358.14,Material
2024-04-09,Europe,France,Cloud Platform,Partner,20790.21,13895.99,Labor
2024-04-09,Europe,France,Security Module,Direct,16694.12,10001.95,Material
2024-04-09,Europe,United Kingdom,Analytics Suite,Online,14461.37,8877.8,Material
2024-04-09,Europe,United Kingdom,Cloud Platform,Direct,19720.11,10622.4,Material
2024-04-09,Europe,United Kingdom,Security Module,Online,18739.49,10818.91,Material
2024-04-09,Europe,Spain,Analytics Suite,Partner,19280.19,10678.85,Shipping
2024-04-09,Europe,Spain,Cloud Platform,Online,15271.2,8900.71,Material
2024-04-09,Europe,Spain,Security Module,Online,20340.67,11349.95,Material
2024-04-09,North America,United States,Analytics Suite,Online,18904.93,10633.28,Material
2024-04-09,North America,United States,Cloud Platform,Direct,18174.39,11702.66,Material
2024-04-09,North America,United States,Security Module,Direct,21100.01,12772.05,Labor
2024-04-09,North America,Canada,Analytics Suite,Direct,16834.64,9758.71,Material
2024-04-09,North America,Canada,Cloud Platform,Online,16511.88,10025.55,Labor
2024-04-09,North America,Canada,Security Module,Partner,15693.75,8842.97,Material
2024-04-09,North America,Mexico,Analytics Suite,Partner,16324.04,10706.65,Material
2024-04-09,North America,Mexico,Cloud Platform,Partner,16848.37,11117.6,Material
2024-04-09,North America,Mexico,Security Module,Direct,23115.76,14978.04,Shipping
2024-04-09,Asia-Pacific,India,Analytics Suite,Partner,18455.94,12006.44,Material
2024-04-09,Asia-Pacific,India,Cloud Platform,Direct,13791.22,8807.32,Material
2024-04-09,Asia-Pacific,India,Security Module,Partner,18288.86,11153.14,Shipping
2024-04-09,Asia-Pacific,Japan,Analytics Suite,Partner,19345.93,12091.62,Material
2024-04-09,Asia-Pacific,Japan,Cloud Platform,Partner,18816.87,10096.77,Labor
2024-04-09,Asia-Pacific,Japan,Security Module,Direct,15126.83,9066.29,Material
2024-04-09,Asia-Pacific,Australia,Analytics Suite,Partner,18057.88,11211.19,Material
2024-04-09,Asia-Pacific,Australia,Cloud Platform,Direct,17403.75,10142.4,Labor
2024-04-09,Asia-Pacific,Australia,Security Module,Online,19962.87,11430.67,Material
2024-04-09,Asia-Pacific,Singapore,Analytics Suite,Online,19182.55,11069.89,Material
2024-04-09,Asia-Pacific,Singapore,Cloud Platform,Direct,18173.21,10484.36,Shipping
2024-04-09,Asia-Pacific,Singapore,Security Module,Online,19242.07,12063.86,Material
2024-04-10,Europe,Germany,Analytics Suite,Online,19490.15,10817.85,Material
2024-04-10,Europe,Germany,Cloud Platform,Partner,18064.59,11553.17,Material
2024-04-10,Europe,Germany,Security Module,Online,19058.86,10355.28,Material
2024-04-10,Europe,France,Analytics Suite,Online,12756.39,7599.17,Shipping
2024-04-10,Europe,France,Cloud Platform,Partner,18868.53,11229.38,Material
2024-04-10,Europe,France,Security Module,Online,16620.7,9004.44,Labor
2024-04-10,Europe,United Kingdom,Analytics Suite,Direct,19400.34,10670.27,Shipping
2024-04-10,Europe,United Kingdom,Cloud Platform,Direct,21259.81,11317.57,Labor
2024-04-10,Europe,United Kingdom,Security Module,Partner,18602.06,11392.13,Material
2024-04-10,Europe,Spain,Analytics Suite,Online,19960.02,12055.82,Material
2024-04-10,Europe,Spain,Cloud Platform,Direct,23785.73,14512.8,Material
2024-04-10,Europe,Spain,Security Module,Online,22016.86,11785.22,Shipping
2024-04-10,North America,United States,Analytics Suite,Online,17378.55,10116.78,Material
2024-04-10,North America,United States,Cloud Platform,Direct,19916.81,11051.73,Shipping
2024-04-10,North America,United States,Security Module,Direct,19954.94,11942.84,Shipping
2024-04-10,North America,Canada,Analytics Suite,Online,22116.58,12917.52,Material
2024-04-10,North America,Canada,Cloud Platform,Online,19457.49,10364.47,Material
2024-04-10,North America,Canada,Security Module,Online,12991.42,7181.8,Shipping
2024-04-10,North America,Mexico,Analytics Suite,Online,20419.23,12157.65,Shipping
2024-04-10,North America,Mexico,Cloud Platform,Direct,17119.56,10107.09,Material
2024-04-10,North America,Mexico,Security Module,Partner,19945.72,11992.13,Material
2024-04-10,Asia-Pacific,India,Analytics Suite,Partner,18680.96,9404.93,Material
2024-04-10,Asia-Pacific,India,Cloud Platform,Partner,23388.16,13538.66,Material
2024-04-10,Asia-Pacific,India,Security Module,Direct,23102.58,12824.5,Shipping
2024-04-10,Asia-Pacific,Japan,Analytics Suite,Partner,21491.36,12964.19,Shipping
2024-04-10,Asia-Pacific,Japan,Cloud Platform,Partner,16239.89,10316.72,Material
2024-04-10,Asia-Pacific,Japan,Security Module,Partner,19866.07,11784.7,Material
2024-04-10,Asia-Pacific,Australia,Analytics Suite,Online,23247.92,13554.87,Material
2024-04-10,Asia-Pacific,Australia,Cloud Platform,Online,21261.47,12628.88,Labor
2024-04-10,Asia-Pacific,Australia,Security Module,Partner,16112.03,9442.62,Material
2024-04-10,Asia-Pacific,Singapore,Analytics Suite,Online,24053.84,14477.82,Shipping
2024-04-10,Asia-Pacific,Singapore,Cloud Platform,Direct,19410.47,11695.31,Material
2024-04-10,Asia-Pacific,Singapore,Security Module,Direct,18500.17,11015.45,Labor
2024-04-11,Europe,Germany,Analytics Suite,Direct,16560.15,10134.09,Material
2024-04-11,Europe,Germany,Cloud Platform,Online,18033.12,11459.69,Shipping
2024-04-11,Europe,Germany,Security Module,Partner,19446.62,12194.99,Material
2024-04-11,Europe,France,Analytics Suite,Direct,16996.91,9710.83,Material
2024-04-11,Europe,France,Cloud Platform,Direct,16395.66,9768.05,Material
2024-04-11,Europe,France,Security Module,Partner,20322.12,11756.04,Labor
2024-04-11,Europe,United Kingdom,Analytics Suite,Partner,18867.31,12005.69,Labor
2024-04-11,Europe,United Kingdom,Cloud Platform,Direct,17915.17,9824.42,Shipping
2024-04-11,Europe,United Kingdom,Security Module,Partner,16421.8,9251.64,Material
2024-04-11,Europe,Spain,Analytics Suite,Direct,14930.99,9526.34,Material
2024-04-11,Europe,Spain,Cloud Platform,Partner,19425.41,11399.24,Shipping
2024-04-11,Europe,Spain,Security Module,Direct,15481.39,9501.17,Labor
2024-04-11,North America,United States,Analytics Suite,Partner,15465.72,8702.88,Labor
2024-04-11,North America,United States,Cloud Platform,Direct,18100.79,11458.03,Shipping
2024-04-11,North America,United States,Security Module,Direct,17397.81,10523.28,Shipping
2024-04-11,North America,Canada,Analytics Suite,Direct,13059.26,8247.77,Material
2024-04-11,North America,Canada,Cloud Platform,Direct,22412.77,14054.31,Material
2024-04-11,North America,Canada,Security Module,Partner,18261.79,11993.91,Material
2024-04-11,North America,Mexico,Analytics Suite,Partner,19836.05,10951.77,Material
2024-04-11,North America,Mexico,Cloud Platform,Direct,17936.18,9847.25,Labor
2024-04-11,North America,Mexico,Security Module,Direct,20494.06,11482.32,Material
2024-04-11,Asia-Pacific,India,Analytics Suite,Online,19933.1,12261.89,Shipping
2024-04-11,Asia-Pacific,India,Cloud Platform,Online,23681.17,14722.21,Material
2024-04-11,Asia-Pacific,India,Security Module,Direct,20454.27,12174.11,Material
2024-04-11,Asia-Pacific,Japan,Analytics Suite,Partner,15631.82,10204.24,Material
2024-04-11,Asia-Pacific,Japan,Cloud Platform,Online,15931.57,9942.32,Material
2024-04-11,Asia-Pacific,Japan,Security Module,Direct,21778.97,12933.14,Labor
2024-04-11,Asia-Pacific,Australia,Analytics Suite,Online,16140.89,9972.95,Shipping
2024-04-11,Asia-Pacific,Australia,Cloud Platform,Online,18041.46,10908.37,Material
2024-04-11,Asia-Pacific,Australia,Security Module,Direct,22982.41,14497.29,Material
2024-04-11,Asia-Pacific,Singapore,Analytics Suite,Partner,16365.48,8022.21,Material
2024-04-11,Asia-Pacific,Singapore,Cloud Platform,Direct,16042.57,8675.0,Material
2024-04-11,Asia-Pacific,Singapore,Security Module,Direct,15492.28,8862.19,Material
2024-04-12,Europe,Germany,Analytics Suite,Online,17589.66,10180.29,Shipping
2024-04-12,Europe,Germany,Cloud Platform,Online,15805.24,10274.15,Material
2024-04-12,Europe,Germany,Security Module,Direct,17852.9,9915.21,Material
2024-04-12,Europe,France,Analytics Suite,Partner,19142.62,10500.52,Shipping
2024-04-12,Europe,France,Cloud Platform,Direct,17810.9,9841.69,Labor
2024-04-12,Europe,France,Security Module,Direct,14871.84,8899.05,Labor
2024-04-12,Europe,United Kingdom,Analytics Suite,Online,17011.72,10940.43,Material
2024-04-12,Europe,United Kingdom,Cloud Platform,Online,17085.02,10328.7,Material
2024-04-12,Europe,United Kingdom,Security Module,Direct,13615.14,8021.86,Shipping
2024-04-12,Europe,Spain,Analytics Suite,Online,16334.3,9679.95,Labor
2024-04-12,Europe,Spain,Cloud Platform,Online,22274.62,12959.34,Material
2024-04-12,Europe,Spain,Security Module,Direct,17156.53,9672.13,Labor
2024-04-12,North America,United States,Analytics Suite,Direct,21268.42,13434.94,Shipping
2024-04-12,North America,United States,Cloud Platform,Direct,22581.51,11953.78,Labor
2024-04-12,North America,United States,Security Module,Direct,19165.62,11785.07,Labor
2024-04-12,North America,Canada,Analytics Suite,Partner,13719.01,7705.05,Material
2024-04-12,North America,Canada,Cloud Platform,Partner,17110.52,9941.94,Labor
2024-04-12,North America,Canada,Security Module,Partner,18920.64,11246.67,Shipping
2024-04-12,North America,Mexico,Analytics Suite,Online,19192.37,11455.63,Material
2024-04-12,North America,Mexico,Cloud Platform,Partner,21406.06,13841.16,Material
2024-04-12,North America,Mexico,Security Module,Partner,17966.48,11191.89,Material
2024-04-12,Asia-Pacific,India,Analytics Suite,Partner,20964.25,12576.5,Labor
2024-04-12,Asia-Pacific,India,Cloud Platform,Online,16451.41,9442.36,Material
2024-04-12,Asia-Pacific,India,Security Module,Direct,17090.49,10765.14,Labor
2024-04-12,Asia-Pacific,Japan,Analytics Suite,Direct,15822.27,8468.36,Material
2024-04-12,Asia-Pacific,Japan,Cloud Platform,Direct,18717.15,10602.8,Material
2024-04-12,Asia-Pacific,Japan,Security Module,Direct,16700.6,9154.34,Material
2024-04-12,Asia-Pacific,Australia,Analytics Suite,Partner,22424.74,12988.47,Shipping
2024-04-12,Asia-Pacific,Australia,Cloud Platform,Direct,20926.26,11274.29,Material
2024-04-12,Asia-Pacific,Australia,Security Module,Partner,15722.89,8919.15,Material
2024-04-12,Asia-Pacific,Singapore,Analytics Suite,Online,18192.73,11442.39,Material
2024-04-12,Asia-Pacific,Singapore,Cloud Platform,Partner,15782.1,9046.84,Material
2024-04-12,Asia-Pacific,Singapore,Security Module,Partner,17944.8,10840.49,Material
2024-04-13,Europe,Germany,Analytics Suite,Direct,15536.08,8354.62,Labor
2024-04-13,Europe,Germany,Cloud Platform,Direct,20949.87,13030.97,Material
2024-04-13,Europe,Germany,Security Module,Online,13607.57,7829.11,Material
2024-04-13,Europe,France,Analytics Suite,Partner,21833.14,11270.26,Material
2024-04-13,Europe,France,Cloud Platform,Partner,19566.93,11083.56,Shipping
2024-04-13,Europe,France,Security Module,Partner,18146.74,11073.4,Shipping
2024-04-13,Europe,United Kingdom,Analytics Suite,Online,16346.98,9904.32,Shipping
2024-04-13,Europe,United Kingdom,Cloud Platform,Online,23702.9,13677.02,Material
2024-04-13,Europe,United Kingdom,Security Module,Partner,15491.37,9658.49,Labor
2024-04-13,Europe,Spain,Analytics Suite,Direct,19667.15,10762.56,Material
2024-04-13,Europe,Spain,Cloud Platform,Partner,17861.35,10694.63,Material
2024-04-13,Europe,Spain,Security Module,Direct,16888.25,10641.63,Material
2024-04-13,North America,United States,Analytics Suite,Online,17146.96,10407.59,Shipping
2024-04-13,North America,United States,Cloud Platform,Partner,12964.24,7878.29,Shipping
2024-04-13,North America,United States,Security Module,Online,17778.52,11924.78,Material
2024-04-13,North America,Canada,Analytics Suite,Online,17812.07,10002.46,Material
2024-04-13,North America,Canada,Cloud Platform,Partner,14039.73,8021.26,Material
2024-04-13,North America,Canada,Security Module,Direct,15306.79,8860.73,Material
2024-04-13,North America,Mexico,Analytics Suite,Partner,15083.4,8938.93,Material
2024-04-13,North America,Mexico,Cloud Platform,Partner,15933.47,9543.25,Material
2024-04-13,North America,Mexico,Security Module,Online,19569.64,12127.17,Labor
2024-04-13,Asia-Pacific,India,Analytics Suite,Online,16510.49,9624.49,Material
2024-04-13,Asia-Pacific,India,Cloud Platform,Online,15070.5,7661.25,Material
2024-04-13,Asia-Pacific,India,Security Module,Direct,21468.53,13336.57,Material
2024-04-13,Asia-Pacific,Japan,Analytics Suite,Online,14130.8,8130.79,Labor
2024-04-13,Asia-Pacific,Japan,Cloud Platform,Partner,14864.13,8824.0,Labor
2024-04-13,Asia-Pacific,Japan,Security Module,Direct,13635.22,8582.8,Shipping
2024-04-13,Asia-Pacific,Australia,Analytics Suite,Online,15838.52,10177.24,Labor
2024-04-13,Asia-Pacific,Australia,Cloud Platform,Direct,18606.82,11349.22,Material
2024-04-13,Asia-Pacific,Australia,Security Module,Partner,16756.81,10218.27,Material
2024-04-13,Asia-Pacific,Singapore,Analytics Suite,Direct,16804.75,10894.32,Material
2024-04-13,Asia-Pacific,Singapore,Cloud Platform,Partner,19135.85,11182.33,Material
2024-04-13,Asia-Pacific,Singapore,Security Module,Online,20158.25,11149.61,Material
2024-04-14,Europe,Germany,Analytics Suite,Direct,16827.77,10440.12,Material
2024-04-14,Europe,Germany,Cloud Platform,Direct,17445.24,9268.71,Material
2024-04-14,Europe,Germany,Security Module,Partner,17952.88,11065.65,Shipping
2024-04-14,Europe,France,Analytics Suite,Partner,16853.15,9396.7,Material
2024-04-14,Europe,France,Cloud Platform,Partner,15665.0,8953.26,Shipping
2024-04-14,Europe,France,Security Module,Partner,20048.82,12090.88,Material
2024-04-14,Europe,United Kingdom,Analytics Suite,Partner,19263.61,11584.83,Material
2024-04-14,Europe,United Kingdom,Cloud Platform,Online,17022.89,11021.14,Material
2024-04-14,Europe,United Kingdom,Security Module,Partner,16827.75,9504.72,Material
2024-04-14,Europe,Spain,Analytics Suite,Partner,14384.72,8209.51,Material
2024-04-14,Europe,Spain,Cloud Platform,Partner,22297.25,13311.73,Material
2024-04-14,Europe,Spain,Security Module,Online,20493.49,11281.38,Shipping
2024-04-14,North America,United States,Analytics Suite,Online,18288.27,12073.72,Material
2024-04-14,North America,United States,Cloud Platform,Partner,21651.71,13400.56,Material
2024-04-14,North America,United States,Security Module,Partner,15022.78,8900.36,Material
2024-04-14,North America,Canada,Analytics Suite,Partner,15411.71,8818.17,Shipping
2024-04-14,North America,Canada,Cloud Platform,Direct,17493.8,9566.53,Material
2024-04-14,North America,Canada,Security Module,Direct,16739.31,10066.86,Labor
2024-04-14,North America,Mexico,Analytics Suite,Online,18536.54,11652.1,Material
2024-04-14,North America,Mexico,Cloud Platform,Online,16293.33,11244.21,Material
2024-04-14,North America,Mexico,Security Module,Online,18386.39,10518.91,Shipping
2024-04-14,Asia-Pacific,India,Analytics Suite,Partner,14490.51,8945.38,Material
2024-04-14,Asia-Pacific,India,Cloud Platform,Online,12909.23,7468.59,Material
2024-04-14,Asia-Pacific,India,Security Module,Online,16855.62,9968.65,Material
2024-04-14,Asia-Pacific,Japan,Analytics Suite,Direct,13727.23,6897.78,Shipping
2024-04-14,Asia-Pacific,Japan,Cloud Platform,Partner,17012.0,9072.13,Material
2024-04-14,Asia-Pacific,Japan,Security Module,Direct,14881.73,7879.22,Material
2024-04-14,Asia-Pacific,Australia,Analytics Suite,Partner,16490.3,8997.26,Shipping
2024-04-14,Asia-Pacific,Australia,Cloud Platform,Partner,16214.05,9454.27,Material
2024-04-14,Asia-Pacific,Australia,Security Module,Direct,15346.27,8078.66,Shipping
2024-04-14,Asia-Pacific,Singapore,Analytics Suite,Online,19364.38,12408.13,Shipping
2024-04-14,Asia-Pacific,Singapore,Cloud Platform,Direct,24018.61,14617.93,Shipping
2024-04-14,Asia-Pacific,Singapore,Security Module,Partner,19992.5,11893.02,Shipping
2024-04-15,Europe,Germany,Analytics Suite,Online,15768.68,8628.88,Labor
2024-04-15,Europe,Germany,Cloud Platform,Online,18262.13,11993.63,Shipping
2024-04-15,Europe,Germany,Security Module,Online,13286.73,8088.43,Material
2024-04-15,Europe,France,Analytics Suite,Partner,21708.66,13978.1,Shipping
2024-04-15,Europe,France,Cloud Platform,Partner,19823.05,11480.0,Material
2024-04-15,Europe,France,Security Module,Partner,22366.49,12373.56,Shipping
2024-04-15,Europe,United Kingdom,Analytics Suite,Partner,20605.46,12831.58,Labor
2024-04-15,Europe,United Kingdom,Cloud Platform,Online,17237.11,10934.94,Material
2024-04-15,Europe,United Kingdom,Security Module,Partner,22247.76,13593.24,Shipping
2024-04-15,Europe,Spain,Analytics Suite,Partner,13624.69,8094.42,Shipping
